interaction_histogram,mse,interaction_spread,inter_cluster_interaction_similarity_USER:TOPIC,intra_cluster_interaction_similarity_USER:TOPIC,inter_cluster_rec_similarity_USER:TOPIC,intra_cluster_rec_similarity_USER:TOPIC,inter_cluster_interaction_similarity_USER:USER,intra_cluster_interaction_similarity_USER:USER,inter_cluster_rec_similarity_USER:USER,intra_cluster_rec_similarity_USER:USER,intra_user_to_topic_cluster_cos_sim,intra_user_cluster_cos_sim,user_cluster_avg_distance_from_centroid,timesteps,state,model
[0. 0. 0. ... 0. 0. 5.],1.3513916537508597,-1.5,0.027836493568313546,0.028208161934348306,0.01812684902993735,0.01882472700957473,0.027870244767891784,0.02866071539058673,0.018652642887794762,0.018959052829336964,"[[0.94113254]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8427586 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76706602]]","[[0.76810471]
 [0.82504333]
 [0.83507193]
 [0.        ]
 [0.96415718]
 [0.82359401]
 [0.88486797]
 [0.78775946]
 [0.96870391]
 [0.77427517]]","[[ 0.2731331 ]
 [ 1.39247682]
 [ 1.87906363]
 [11.42001421]
 [ 3.45330743]
 [ 1.41009017]
 [ 2.38281505]
 [ 1.31899968]
 [ 4.38966256]
 [ 0.65737749]]",68,run,myopic
[0. 0. 0. ... 1. 0. 2.],1.3522559725410528,1.0,0.027831998725821375,0.028211586240155153,0.018298538506469484,0.018104868387256664,0.027870602994244868,0.028667386482230838,0.0178551332284678,0.018527851981459013,"[[0.93896968]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83936967]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76566971]]","[[0.76644473]
 [0.82173286]
 [0.83266825]
 [0.        ]
 [0.95660869]
 [0.81981489]
 [0.87983594]
 [0.79122735]
 [0.97539093]
 [0.77298205]]","[[ 0.27353263]
 [ 1.39255593]
 [ 1.88538134]
 [11.46718064]
 [ 3.44874809]
 [ 1.41177855]
 [ 2.3854764 ]
 [ 1.32271656]
 [ 4.40473367]
 [ 0.65772913]]",69,run,myopic
[0. 0. 0. ... 1. 0. 2.],1.3526192365313023,-0.5,0.027827690662211073,0.028208679879821025,0.017672749116646735,0.018217473802185285,0.027867732765819744,0.02866415927058256,0.01797723625266888,0.018486191783052112,"[[0.9396483 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83580091]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76537603]]","[[0.76519425]
 [0.82570561]
 [0.83025125]
 [0.        ]
 [0.94874918]
 [0.81935095]
 [0.87711378]
 [0.79592747]
 [0.97230266]
 [0.7744097 ]]","[[ 0.27362887]
 [ 1.38828595]
 [ 1.8898738 ]
 [11.51782031]
 [ 3.42941296]
 [ 1.41198578]
 [ 2.39682227]
 [ 1.32450734]
 [ 4.4081784 ]
 [ 0.65730501]]",70,run,myopic
[1. 0. 0. ... 1. 0. 3.],1.3531094605831637,-2.0,0.02781953338015747,0.02821099198233511,0.017172818992808155,0.01813399338081666,0.027864916923960755,0.028672426113324465,0.017918510544893844,0.01828569491517608,"[[0.94811246]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83975764]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76476284]]","[[0.76454286]
 [0.82384307]
 [0.8339251 ]
 [0.        ]
 [0.94103993]
 [0.82335757]
 [0.87474809]
 [0.7959178 ]
 [0.98136575]
 [0.77358754]]","[[ 0.27372165]
 [ 1.38924729]
 [ 1.89238606]
 [11.35536952]
 [ 3.4297251 ]
 [ 1.41223524]
 [ 2.40051127]
 [ 1.32772853]
 [ 4.40067912]
 [ 0.65849306]]",71,run,myopic
[0. 0. 1. ... 1. 0. 1.],1.3536585536500272,0.5,0.027818739783010832,0.028223057131171476,0.01782618653405836,0.01873386229614949,0.027869743540207655,0.028693259747272517,0.018524491053984737,0.018886220634866082,"[[0.9402694 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83236528]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76349296]]","[[0.76393904]
 [0.82340611]
 [0.82851803]
 [0.        ]
 [0.94872825]
 [0.82132672]
 [0.86816933]
 [0.79309751]
 [0.98264625]
 [0.77113471]]","[[ 0.27363753]
 [ 1.38951938]
 [ 1.89106208]
 [11.21687873]
 [ 3.42146972]
 [ 1.413836  ]
 [ 2.37927492]
 [ 1.33225434]
 [ 4.41524292]
 [ 0.65936092]]",72,run,myopic
[0. 0. 1. ... 2. 0. 6.],1.3536939652028492,0.5,0.027824573652438952,0.028238476171179687,0.018410873330078258,0.018483379886722096,0.027876703900633487,0.028719953786021657,0.018389335463937655,0.018615174879502278,"[[0.93283718]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83004753]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76420861]]","[[0.76436491]
 [0.82333032]
 [0.82888092]
 [0.        ]
 [0.95751047]
 [0.81685972]
 [0.86176725]
 [0.79349145]
 [0.99285782]
 [0.77369503]]","[[ 0.27365827]
 [ 1.38871716]
 [ 1.89435129]
 [11.20913816]
 [ 3.43121136]
 [ 1.41476674]
 [ 2.39036195]
 [ 1.33577239]
 [ 4.40342583]
 [ 0.65954231]]",73,run,myopic
[1. 0. 0. ... 0. 0. 3.],1.3540853358085723,1.0,0.027820742565112706,0.028240925946044524,0.01846866484136727,0.01838207679429761,0.02787772304119778,0.028723429747874632,0.018232736990823565,0.018629493735091655,"[[0.92972469]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83573775]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76305436]]","[[0.76277867]
 [0.82449917]
 [0.83026987]
 [0.        ]
 [0.95269373]
 [0.81621077]
 [0.86179472]
 [0.78824164]
 [0.9951077 ]
 [0.77552899]]","[[ 0.27369043]
 [ 1.39359406]
 [ 1.90040112]
 [11.27586827]
 [ 3.45581548]
 [ 1.41196474]
 [ 2.39369892]
 [ 1.33780257]
 [ 4.42260133]
 [ 0.65901852]]",74,run,myopic
[0. 0. 1. ... 1. 0. 0.],1.3542032571769185,3.0,0.027811101557718817,0.028235689272522468,0.018482739481384073,0.018573645491500146,0.027873693699049337,0.028715492652255682,0.01839875572415232,0.018827041942476856,"[[0.92425097]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83356145]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76291343]]","[[0.76364722]
 [0.81705074]
 [0.82914891]
 [0.        ]
 [0.9451618 ]
 [0.81499708]
 [0.8632392 ]
 [0.7880398 ]
 [0.99316513]
 [0.77300209]]","[[ 0.27372813]
 [ 1.39690822]
 [ 1.90460017]
 [11.34456416]
 [ 3.40127525]
 [ 1.41279126]
 [ 2.39918286]
 [ 1.3368037 ]
 [ 4.43599258]
 [ 0.65920324]]",75,run,myopic
[0. 0. 2. ... 0. 0. 3.],1.3542358457768642,-3.5,0.027815451271478046,0.028244613440013118,0.01722489074399354,0.018600959635676314,0.027879550725423582,0.02872829746259514,0.018192142480064562,0.018973353650665464,"[[0.93353297]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83539352]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76298106]]","[[0.76392992]
 [0.816955  ]
 [0.8257594 ]
 [0.        ]
 [0.94627382]
 [0.81687445]
 [0.86673333]
 [0.78732044]
 [0.99789097]
 [0.77365373]]","[[ 0.27349251]
 [ 1.39611142]
 [ 1.902793  ]
 [11.4017832 ]
 [ 3.40009529]
 [ 1.40596201]
 [ 2.39850641]
 [ 1.33711279]
 [ 4.4193857 ]
 [ 0.65974531]]",76,run,myopic
[0. 0. 1. ... 0. 0. 0.],1.3547622703319084,2.0,0.027821519787110078,0.02824235707974508,0.017968715048156447,0.0184157237347995,0.02787681561135473,0.028728355371795352,0.01822157466687377,0.018631606521915003,"[[0.92804165]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8286855 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76219999]]","[[0.76244755]
 [0.81866005]
 [0.82906383]
 [0.        ]
 [0.94696185]
 [0.81816304]
 [0.87003137]
 [0.79326538]
 [1.00053359]
 [0.76967456]]","[[ 0.2738127 ]
 [ 1.39778485]
 [ 1.90139888]
 [11.46114559]
 [ 3.38736874]
 [ 1.40342764]
 [ 2.39687148]
 [ 1.3384796 ]
 [ 4.42951088]
 [ 0.65932493]]",77,run,myopic
[0. 0. 2. ... 0. 0. 1.],1.3554709735671484,-1.0,0.0278250915350749,0.02824462223845228,0.017449124670045377,0.018612661812881293,0.02787773932830096,0.028732942904611154,0.01826303942131875,0.01893364582171481,"[[0.92056788]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83199735]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76144048]]","[[0.76308321]
 [0.81359405]
 [0.82824395]
 [0.        ]
 [0.93962568]
 [0.81524847]
 [0.86864476]
 [0.79236394]
 [0.98819153]
 [0.76679874]]","[[ 0.27392776]
 [ 1.39879421]
 [ 1.90172415]
 [11.51797947]
 [ 3.37247233]
 [ 1.40832889]
 [ 2.41097493]
 [ 1.33630088]
 [ 4.43210927]
 [ 0.65896151]]",78,run,myopic
[1. 0. 2. ... 0. 1. 1.],1.3555977870393332,2.0,0.027816579890384805,0.02824430600854061,0.01813316203821912,0.01786726271941542,0.0278744743210798,0.028735639757409826,0.01764385537980707,0.018263166177127636,"[[0.9166371 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.82908712]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76117217]]","[[0.76327552]
 [0.81314938]
 [0.82701552]
 [0.        ]
 [0.93527037]
 [0.82212704]
 [0.88134917]
 [0.7835807 ]
 [0.98741875]
 [0.76547575]]","[[ 0.27394753]
 [ 1.39892499]
 [ 1.89949367]
 [11.56225014]
 [ 3.37592088]
 [ 1.40572555]
 [ 2.41711337]
 [ 1.33712836]
 [ 4.42580115]
 [ 0.65985558]]",79,run,myopic
[0. 0. 2. ... 2. 0. 2.],1.355781502272483,-0.5,0.0278107102280974,0.028246660471386374,0.017651971435594157,0.018568172764988962,0.02787486402922667,0.028739479452247522,0.018329169847856406,0.018764764044438557,"[[0.91178112]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8284479 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76156608]]","[[0.76334013]
 [0.80940287]
 [0.82267242]
 [0.        ]
 [0.93682761]
 [0.82164378]
 [0.88880576]
 [0.78606908]
 [0.99543877]
 [0.7667002 ]]","[[ 0.27391972]
 [ 1.3964465 ]
 [ 1.9064242 ]
 [11.54919507]
 [ 3.37571374]
 [ 1.40856192]
 [ 2.4208448 ]
 [ 1.33940874]
 [ 4.41250914]
 [ 0.65871778]]",80,run,myopic
[2. 0. 1. ... 0. 0. 2.],1.3559804889836828,-0.5,0.027811596500388634,0.028249688617643872,0.017423615530125166,0.018420838053218078,0.02787990581496593,0.028738987352679213,0.018022571841051237,0.01884851782222886,"[[0.91377137]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.82649423]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76192157]]","[[0.76365512]
 [0.80136898]
 [0.82302243]
 [0.        ]
 [0.9382171 ]
 [0.82339844]
 [0.89342176]
 [0.78835972]
 [1.00054529]
 [0.76731585]]","[[ 0.27408354]
 [ 1.39873479]
 [ 1.91091157]
 [11.50101603]
 [ 3.37763676]
 [ 1.40895538]
 [ 2.41580084]
 [ 1.33583751]
 [ 4.42063338]
 [ 0.65853384]]",81,run,myopic
[0. 0. 2. ... 2. 0. 2.],1.3561293935475702,-0.5,0.027813573717968526,0.028253272263193376,0.018071899083454527,0.018086435006958397,0.027882392810494858,0.028743964025684916,0.01794788774973845,0.01829803987134913,"[[0.91341472]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83051106]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76185746]]","[[0.76358949]
 [0.80241865]
 [0.81844867]
 [0.        ]
 [0.94175685]
 [0.81998941]
 [0.89560625]
 [0.78786242]
 [0.99916337]
 [0.76911499]]","[[ 0.27392546]
 [ 1.40587392]
 [ 1.90674363]
 [11.54980926]
 [ 3.35440509]
 [ 1.41056138]
 [ 2.42434118]
 [ 1.33314183]
 [ 4.41102665]
 [ 0.65789509]]",82,run,myopic
[0. 0. 2. ... 0. 0. 2.],1.3564237884722135,-1.5,0.027805780466352386,0.028259243051530467,0.01717811851231853,0.018429221995815908,0.027885050099686354,0.028752459591611372,0.018119567671599644,0.01867181788379962,"[[0.90679528]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83031018]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76171082]]","[[0.7623449 ]
 [0.80377687]
 [0.82147278]
 [0.        ]
 [0.9373413 ]
 [0.81883554]
 [0.89625805]
 [0.78564101]
 [1.00557568]
 [0.77042043]]","[[ 0.27402678]
 [ 1.40330788]
 [ 1.90725705]
 [11.49581421]
 [ 3.35176534]
 [ 1.41269378]
 [ 2.42042374]
 [ 1.33300985]
 [ 4.4311687 ]
 [ 0.65778255]]",83,run,myopic
[0. 0. 1. ... 0. 0. 2.],1.3566672895374945,3.0,0.027804546742282964,0.028254242402881012,0.017466753617219322,0.01866333207231948,0.027880510172205174,0.028747458165761585,0.01826995251755162,0.019045769206564183,"[[0.91339959]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83109708]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76191957]]","[[0.76308981]
 [0.8070637 ]
 [0.8213227 ]
 [0.        ]
 [0.93493428]
 [0.81863811]
 [0.89637402]
 [0.78466048]
 [1.01993597]
 [0.76840387]]","[[ 0.27386057]
 [ 1.40527913]
 [ 1.91338075]
 [11.5329097 ]
 [ 3.36708313]
 [ 1.41217713]
 [ 2.40632438]
 [ 1.32993568]
 [ 4.41086197]
 [ 0.65897819]]",84,run,myopic
[0. 0. 0. ... 0. 0. 3.],1.3566644580570424,-1.0,0.02781057572256227,0.028261195110437187,0.016776127410793002,0.01817750509931606,0.027885522531094584,0.028757238267536216,0.017760620646397662,0.01855759650738456,"[[0.92878837]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83395475]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76222232]]","[[0.76330914]
 [0.8073521 ]
 [0.82199644]
 [0.        ]
 [0.92569202]
 [0.81801261]
 [0.89266361]
 [0.78867752]
 [1.00911032]
 [0.7696763 ]]","[[ 0.27379161]
 [ 1.40271319]
 [ 1.91144599]
 [11.58248343]
 [ 3.36032813]
 [ 1.41186931]
 [ 2.41662132]
 [ 1.32866262]
 [ 4.41483703]
 [ 0.6585257 ]]",85,run,myopic
[0. 0. 2. ... 0. 0. 1.],1.3569561309159486,1.0,0.0278073359955089,0.02826328101849822,0.017987559596936018,0.018671161324587383,0.027888062909489676,0.028757614392889878,0.01839608422953914,0.018967530520295272,"[[0.91793036]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84180237]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76150212]]","[[0.76271072]
 [0.81235436]
 [0.824544  ]
 [0.        ]
 [0.92914049]
 [0.80919671]
 [0.89667154]
 [0.78672578]
 [1.01345534]
 [0.76736758]]","[[ 0.27395083]
 [ 1.40517347]
 [ 1.90834948]
 [11.621583  ]
 [ 3.37198394]
 [ 1.41301214]
 [ 2.41433006]
 [ 1.32862429]
 [ 4.43226096]
 [ 0.65778145]]",86,run,myopic
[1. 0. 1. ... 2. 0. 1.],1.3567674279220747,-2.0,0.027807967750903426,0.028259131565461733,0.018082086011854546,0.018553502366811542,0.02788573264210515,0.028751554143597938,0.018239359295456403,0.018950419519898936,"[[0.92324807]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84746227]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76171991]]","[[0.76313867]
 [0.81416621]
 [0.82885526]
 [0.        ]
 [0.92767065]
 [0.81528607]
 [0.89115813]
 [0.78243766]
 [1.01881748]
 [0.76773419]]","[[ 0.27400916]
 [ 1.40004217]
 [ 1.90623136]
 [11.4653867 ]
 [ 3.38474068]
 [ 1.40520908]
 [ 2.42061235]
 [ 1.32790522]
 [ 4.45006549]
 [ 0.65871992]]",87,run,myopic
[0. 0. 2. ... 0. 0. 1.],1.3568012346101548,0.0,0.027809469798420614,0.028256684735125902,0.017604890470889062,0.018318882477538847,0.027883708213736487,0.02874920021417829,0.017863950372037883,0.018887768755159063,"[[0.93154728]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84733475]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76193342]]","[[0.76400312]
 [0.8108095 ]
 [0.83211969]
 [0.        ]
 [0.91958226]
 [0.81816216]
 [0.88681055]
 [0.78042096]
 [1.01043413]
 [0.76865425]]","[[ 0.27385421]
 [ 1.40156307]
 [ 1.90749487]
 [11.2235489 ]
 [ 3.37508038]
 [ 1.40099422]
 [ 2.424012  ]
 [ 1.32991232]
 [ 4.44025316]
 [ 0.6607737 ]]",88,run,myopic
[0. 0. 1. ... 0. 1. 2.],1.356919635272936,1.5,0.02780984110628325,0.02825407959325182,0.0176983733481994,0.018239765524877116,0.02788136252603946,0.028746756268333364,0.017963500930705707,0.018564852413767974,"[[0.93248837]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84357194]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76168924]]","[[0.76383427]
 [0.8097023 ]
 [0.83196886]
 [0.        ]
 [0.91129071]
 [0.81941974]
 [0.89539318]
 [0.78113215]
 [1.01414534]
 [0.76705486]]","[[ 0.27377119]
 [ 1.40325953]
 [ 1.91385339]
 [11.10147323]
 [ 3.37352264]
 [ 1.39993293]
 [ 2.42844396]
 [ 1.33343712]
 [ 4.43852139]
 [ 0.66089114]]",89,run,myopic
[0. 0. 1. ... 0. 0. 1.],1.3575572567332956,-2.5,0.027805863368799363,0.02825626199067866,0.018373493666723646,0.018540803019773434,0.027882049423327244,0.028750088029371547,0.01846772290551184,0.01862224359230053,"[[0.93367089]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84265343]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76004657]]","[[0.76361884]
 [0.80989428]
 [0.83146575]
 [0.        ]
 [0.9021449 ]
 [0.81484565]
 [0.88287769]
 [0.77718856]
 [1.00901762]
 [0.76373121]]","[[ 0.27384568]
 [ 1.40780655]
 [ 1.91651435]
 [11.17476811]
 [ 3.38345967]
 [ 1.40198564]
 [ 2.4319578 ]
 [ 1.33408913]
 [ 4.44724323]
 [ 0.66199999]]",90,run,myopic
[1. 0. 1. ... 0. 0. 2.],1.3580325150890271,1.5,0.027800707375295886,0.02825136834165672,0.018220855238705907,0.01812466073861654,0.027877837128211905,0.02874409063991402,0.01787569021567427,0.018528036481459363,"[[0.9174259 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84817311]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75981951]]","[[0.76281207]
 [0.81069265]
 [0.83166559]
 [0.        ]
 [0.90065102]
 [0.81838795]
 [0.89067033]
 [0.77218914]
 [1.01308201]
 [0.76361275]]","[[ 0.27392642]
 [ 1.41045069]
 [ 1.91784043]
 [11.21177763]
 [ 3.37727094]
 [ 1.40994609]
 [ 2.43168814]
 [ 1.33326302]
 [ 4.46080988]
 [ 0.66293804]]",91,run,myopic
[0. 0. 1. ... 1. 0. 1.],1.3576200553571969,-0.5,0.027823503100291434,0.028253569499442247,0.018531037825393122,0.018170123049361775,0.027885853652901436,0.028741187379309415,0.018088480551915784,0.01836465582670305,"[[0.91508623]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84791859]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76057234]]","[[0.76251614]
 [0.81890076]
 [0.82882293]
 [0.        ]
 [0.9159117 ]
 [0.8197818 ]
 [0.89147628]
 [0.7758338 ]
 [1.01406497]
 [0.76467097]]","[[ 0.27384153]
 [ 1.41369187]
 [ 1.91093003]
 [11.27249547]
 [ 3.37420225]
 [ 1.41019657]
 [ 2.45117503]
 [ 1.33173027]
 [ 4.48437992]
 [ 0.66090301]]",92,run,myopic
[1. 0. 0. ... 0. 0. 2.],1.357954797756707,2.0,0.027823769421765274,0.02825253370244198,0.01712878603529907,0.01797327756084042,0.02788654055547149,0.028737732445945057,0.017789928183304972,0.01809731943884918,"[[0.91597626]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84919101]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75990438]]","[[0.76227242]
 [0.81461059]
 [0.82519077]
 [0.        ]
 [0.93152517]
 [0.81898541]
 [0.89124416]
 [0.77277445]
 [1.00388046]
 [0.7646425 ]]","[[ 0.27380941]
 [ 1.41717606]
 [ 1.90672408]
 [11.25634745]
 [ 3.37322097]
 [ 1.40669769]
 [ 2.44706239]
 [ 1.33304395]
 [ 4.49237341]
 [ 0.66097227]]",93,run,myopic
[0. 0. 0. ... 0. 0. 3.],1.3581427816214358,-2.5,0.027819758384382137,0.02825984004931553,0.016976466818826638,0.018459783962648153,0.02789249220039467,0.02874499549773853,0.018213475048900966,0.0185604823832447,"[[0.91580316]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.85142801]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75958367]]","[[0.76193566]
 [0.81350692]
 [0.82597009]
 [0.        ]
 [0.92778946]
 [0.82266977]
 [0.89307029]
 [0.77256515]
 [0.99887279]
 [0.76473544]]","[[ 0.2736811 ]
 [ 1.41257017]
 [ 1.91114671]
 [11.31644455]
 [ 3.32485314]
 [ 1.40169874]
 [ 2.44486341]
 [ 1.33044756]
 [ 4.50886648]
 [ 0.66144768]]",94,run,myopic
[2. 0. 1. ... 0. 0. 4.],1.3586617453567427,1.5,0.02783662650257041,0.028263084670578798,0.018279118958289146,0.017729317405051133,0.027895768685480216,0.02875076593571032,0.017571241983557816,0.018077806256016998,"[[0.90722576]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84806985]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75836468]]","[[0.76088204]
 [0.80872859]
 [0.82352692]
 [0.        ]
 [0.9124867 ]
 [0.81508821]
 [0.88974042]
 [0.77135498]
 [1.0091333 ]
 [0.76578597]]","[[ 0.273468  ]
 [ 1.4116118 ]
 [ 1.91310957]
 [11.26996665]
 [ 3.32664433]
 [ 1.40846528]
 [ 2.44621563]
 [ 1.32888162]
 [ 4.4831717 ]
 [ 0.6617391 ]]",95,run,myopic
[1. 0. 2. ... 1. 0. 3.],1.3585222429974673,-1.0,0.027831964541079928,0.02826406569599524,0.018740289523432253,0.01850871144184371,0.02789635135895902,0.02875129663072786,0.018262130843976706,0.018933979845015204,"[[0.90666996]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83720574]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75894864]]","[[0.76144176]
 [0.79941804]
 [0.81876695]
 [0.        ]
 [0.92036051]
 [0.81532458]
 [0.88745648]
 [0.7754175 ]
 [0.99950933]
 [0.76754628]]","[[ 0.27344285]
 [ 1.41127093]
 [ 1.90790657]
 [11.28147791]
 [ 3.31331854]
 [ 1.41272546]
 [ 2.45838523]
 [ 1.32743677]
 [ 4.49237021]
 [ 0.66153502]]",96,run,myopic
[2. 0. 1. ... 1. 0. 4.],1.3588028662947662,1.0,0.027833862087254767,0.028265747070282853,0.01777066703595996,0.01845325606311662,0.02789734402630653,0.028754084394099443,0.018235683650339674,0.018660848701817858,"[[0.89965942]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83223961]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75841066]]","[[0.7619823 ]
 [0.78992271]
 [0.80898455]
 [0.        ]
 [0.91315949]
 [0.81675168]
 [0.89776412]
 [0.77401363]
 [1.00022373]
 [0.76571816]]","[[ 0.2733476 ]
 [ 1.40947236]
 [ 1.90463178]
 [11.33230679]
 [ 3.3057931 ]
 [ 1.40977118]
 [ 2.45537233]
 [ 1.32312342]
 [ 4.49204667]
 [ 0.66127221]]",97,run,myopic
[1. 0. 1. ... 0. 0. 3.],1.3586626862524593,-2.5,0.027829974549589426,0.028266744727142523,0.016430530951063414,0.018482473322175008,0.02790019216541795,0.028751295690034588,0.017969292384815306,0.018888579386379813,"[[0.90442925]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83304026]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75923381]]","[[0.7621364 ]
 [0.79176053]
 [0.811172  ]
 [0.        ]
 [0.91221707]
 [0.81784509]
 [0.89612957]
 [0.77804212]
 [1.01119088]
 [0.76799277]]","[[ 0.27336165]
 [ 1.40754125]
 [ 1.90669227]
 [11.29975146]
 [ 3.28795447]
 [ 1.4059846 ]
 [ 2.46509439]
 [ 1.32034308]
 [ 4.49859592]
 [ 0.6609428 ]]",98,run,myopic
[1. 0. 2. ... 0. 0. 1.],1.35844187558414,2.0,0.027830493959820107,0.028268706554523668,0.017997506249332287,0.01786877752816746,0.027901568944047654,0.028753890025790617,0.017866615387638046,0.01789645498354033,"[[0.90501987]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83409718]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75999385]]","[[0.76131265]
 [0.80076649]
 [0.81571027]
 [0.        ]
 [0.91010093]
 [0.82513757]
 [0.9012156 ]
 [0.78001901]
 [1.0104829 ]
 [0.76850219]]","[[ 0.27327794]
 [ 1.40781458]
 [ 1.89820242]
 [11.27485509]
 [ 3.30053806]
 [ 1.39692108]
 [ 2.46177378]
 [ 1.31501499]
 [ 4.49365145]
 [ 0.66053225]]",99,run,myopic
[0. 0. 0. ... 0. 0. 1.],1.3585448295027265,-0.5,0.02783379446476937,0.028272040907189325,0.01790693859661972,0.018144463801336712,0.027904352308917545,0.028758070437576052,0.017899073589689802,0.018479220561585973,"[[0.90789194]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8361728 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75964395]]","[[0.76098797]
 [0.79846075]
 [0.8173138 ]
 [0.        ]
 [0.90786096]
 [0.8258456 ]
 [0.89970595]
 [0.77507443]
 [1.00511037]
 [0.7700402 ]]","[[ 0.2733318 ]
 [ 1.40319492]
 [ 1.9022673 ]
 [11.33174599]
 [ 3.30958954]
 [ 1.40102963]
 [ 2.46209082]
 [ 1.31544798]
 [ 4.49498521]
 [ 0.66019713]]",100,run,myopic
[0. 0. 4. ... 0. 0. 2.],1.3589920147081969,-2.0,0.02784554028041317,0.028274461891830315,0.018102759095429664,0.018423373885713537,0.027908820324385523,0.028759086952793844,0.01829505310449058,0.018561301872700633,"[[0.91752044]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83632356]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.75863747]]","[[0.75831304]
 [0.79863946]
 [0.81621411]
 [0.        ]
 [0.9132397 ]
 [0.83370678]
 [0.90530683]
 [0.77364737]
 [1.01199092]
 [0.77203448]]","[[ 0.27322931]
 [ 1.40781677]
 [ 1.90336727]
 [11.39468919]
 [ 3.28646851]
 [ 1.4017879 ]
 [ 2.45702576]
 [ 1.31381694]
 [ 4.49766026]
 [ 0.66081395]]",101,run,myopic
