interaction_histogram,mse,interaction_spread,inter_cluster_interaction_similarity_USER:TOPIC,intra_cluster_interaction_similarity_USER:TOPIC,inter_cluster_rec_similarity_USER:TOPIC,intra_cluster_rec_similarity_USER:TOPIC,inter_cluster_interaction_similarity_USER:USER,intra_cluster_interaction_similarity_USER:USER,inter_cluster_rec_similarity_USER:USER,intra_cluster_rec_similarity_USER:USER,intra_user_to_topic_cluster_cos_sim,intra_user_cluster_cos_sim,user_cluster_avg_distance_from_centroid,timesteps,state,model
[0. 0. 1. ... 1. 0. 2.],1.3121735859776444,1.0,0.02627254486542791,0.026618258592661228,0.01876555205071429,0.018289146427692263,0.026397558448783442,0.026894366478437376,0.01814937727133854,0.01859543955988788,"[[0.9645497 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87125279]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.79170813]]","[[0.79256427]
 [0.88111989]
 [0.87274718]
 [0.        ]
 [0.94629155]
 [0.85653417]
 [0.93972528]
 [0.83825554]
 [1.00283473]
 [0.80424304]]","[[ 0.25815734]
 [ 1.28566013]
 [ 1.72125975]
 [10.59822954]
 [ 3.13535874]
 [ 1.30560019]
 [ 2.19293428]
 [ 1.20211331]
 [ 4.06468602]
 [ 0.60766393]]",34,run,myopic
[1. 0. 1. ... 0. 0. 3.],1.3141765723017678,2.5,0.026318582086715853,0.02676958686198136,0.017634727962238174,0.017812304347086087,0.026526056892390588,0.02706111363392496,0.017511685710915523,0.018243838919674047,"[[0.9670583 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87950231]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.79256814]]","[[0.7929838 ]
 [0.87429294]
 [0.8760428 ]
 [0.        ]
 [0.94021394]
 [0.85923207]
 [0.93656175]
 [0.83843778]
 [1.00967454]
 [0.80608201]]","[[ 0.25932396]
 [ 1.28741564]
 [ 1.73418957]
 [10.72596158]
 [ 3.16987074]
 [ 1.30638061]
 [ 2.21984679]
 [ 1.21045731]
 [ 4.08642553]
 [ 0.60978339]]",35,run,myopic
[0. 0. 1. ... 1. 0. 2.],1.3164846054967942,-3.0,0.026662393375744834,0.026904793646837784,0.01884233081408471,0.018407248662275062,0.02666740633996596,0.027226247281935703,0.018190645276521422,0.01882460438326879,"[[0.95843094]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.86778423]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.79227371]]","[[0.7928353 ]
 [0.86502281]
 [0.87701948]
 [0.        ]
 [0.93990409]
 [0.8539997 ]
 [0.936021  ]
 [0.83053445]
 [1.01417059]
 [0.80450277]]","[[ 0.26006193]
 [ 1.29633825]
 [ 1.74342568]
 [10.68431775]
 [ 3.20351089]
 [ 1.31371234]
 [ 2.23995544]
 [ 1.21747753]
 [ 4.12651023]
 [ 0.61296641]]",36,run,myopic
[1. 0. 0. ... 1. 0. 2.],1.3187004982655772,1.5,0.02680120023838462,0.027063212382001413,0.018294868333521012,0.01874023970719371,0.02680531912628606,0.02741268461836907,0.01848624595526539,0.019049020274847412,"[[0.94804963]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.86524804]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.7916258 ]]","[[0.79098226]
 [0.86797038]
 [0.87258526]
 [0.        ]
 [0.95254048]
 [0.85096911]
 [0.93567733]
 [0.82884971]
 [1.02275322]
 [0.80403535]]","[[ 0.26092741]
 [ 1.30597989]
 [ 1.75758614]
 [10.82307792]
 [ 3.21206785]
 [ 1.32191141]
 [ 2.25046911]
 [ 1.2282522 ]
 [ 4.17802765]
 [ 0.61653033]]",37,run,myopic
[0. 0. 0. ... 1. 0. 2.],1.3207417483220338,1.0,0.02689993319240528,0.027134145848034568,0.017957342796368066,0.01834183945976877,0.026872556671237467,0.027494590865246627,0.018306113108761117,0.018324435646984792,"[[0.94528526]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.86450784]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.7906199 ]]","[[0.7894885 ]
 [0.86473389]
 [0.86972732]
 [0.        ]
 [0.95291184]
 [0.84792701]
 [0.93829722]
 [0.8251701 ]
 [1.02101074]
 [0.80315838]]","[[ 0.26171039]
 [ 1.31582637]
 [ 1.76704519]
 [10.81187046]
 [ 3.20426441]
 [ 1.33036465]
 [ 2.26612928]
 [ 1.23427826]
 [ 4.17910179]
 [ 0.61921015]]",38,run,myopic
[0. 0. 0. ... 1. 0. 1.],1.3230755892250732,-3.5,0.02696268550509304,0.0272585555488907,0.017271393685646643,0.01827926931134256,0.026989525397950798,0.027618858333590145,0.01804735804698684,0.018447560504814182,"[[0.9494889 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87116007]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78802304]]","[[0.78764043]
 [0.86546899]
 [0.86315211]
 [0.        ]
 [0.94947979]
 [0.84552252]
 [0.93441917]
 [0.81668779]
 [1.02899518]
 [0.79941889]]","[[ 0.2625868 ]
 [ 1.31582131]
 [ 1.7789184 ]
 [10.84836718]
 [ 3.21923114]
 [ 1.33192997]
 [ 2.26872041]
 [ 1.24048237]
 [ 4.18596201]
 [ 0.62237682]]",39,run,myopic
[2. 0. 1. ... 0. 1. 2.],1.3247234177801788,-0.5,0.027114211303344328,0.027372589057506495,0.018851952577769945,0.01840042850219876,0.02710433195833776,0.02773878261635141,0.018118795882477536,0.01892150161376905,"[[0.94586036]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87847061]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78775116]]","[[0.78804112]
 [0.86794439]
 [0.86328194]
 [0.        ]
 [0.94995261]
 [0.84274967]
 [0.93017013]
 [0.81649302]
 [1.02251399]
 [0.79777129]]","[[ 0.26328501]
 [ 1.31969187]
 [ 1.78705891]
 [10.96682196]
 [ 3.21350965]
 [ 1.33664811]
 [ 2.27425181]
 [ 1.24647617]
 [ 4.18223814]
 [ 0.62529601]]",40,run,myopic
[0. 0. 2. ... 1. 0. 3.],1.3264266503821738,0.0,0.027284067025318146,0.027429855967176547,0.019254263865707628,0.018321409915784733,0.027174205405075785,0.027797826955354123,0.01826935183742411,0.01857827935413774,"[[0.94844172]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87542059]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.7871631 ]]","[[0.78670336]
 [0.86569204]
 [0.85544006]
 [0.        ]
 [0.94387113]
 [0.84110131]
 [0.93106162]
 [0.82017535]
 [1.02046789]
 [0.79830415]]","[[ 0.26384908]
 [ 1.32908921]
 [ 1.79319533]
 [10.9338654 ]
 [ 3.2314295 ]
 [ 1.33993884]
 [ 2.28443496]
 [ 1.25287278]
 [ 4.20900547]
 [ 0.62659045]]",41,run,myopic
[0. 0. 1. ... 1. 0. 3.],1.3282289115377997,2.0,0.027315057761069725,0.02749710034266611,0.01792858826738902,0.018150814174063043,0.027237301005802295,0.02786463741326366,0.017951689920789684,0.018416882746425323,"[[0.94366529]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.87458617]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78582349]]","[[0.78608128]
 [0.8628319 ]
 [0.85104831]
 [0.        ]
 [0.95448651]
 [0.8399391 ]
 [0.92330292]
 [0.81671763]
 [1.02894542]
 [0.79564995]]","[[ 0.26461346]
 [ 1.33671527]
 [ 1.79951128]
 [10.93489889]
 [ 3.21117057]
 [ 1.34977851]
 [ 2.2905335 ]
 [ 1.25942091]
 [ 4.19878282]
 [ 0.6270573 ]]",42,run,myopic
[2. 0. 0. ... 2. 0. 0.],1.3301163884780458,-1.0,0.027406662237013445,0.02756769917074548,0.018166177022018858,0.018187079882899228,0.02730231326482705,0.02794784995306293,0.018064095274748844,0.01837340362164548,"[[0.95352835]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.86646484]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78426594]]","[[0.7840534 ]
 [0.86302597]
 [0.85296884]
 [0.        ]
 [0.96475706]
 [0.83368371]
 [0.91152387]
 [0.81808165]
 [1.02722275]
 [0.7932366 ]]","[[ 0.2653119 ]
 [ 1.34856894]
 [ 1.81037686]
 [11.00834532]
 [ 3.22881223]
 [ 1.36077943]
 [ 2.29861343]
 [ 1.2635924 ]
 [ 4.24246031]
 [ 0.63171103]]",43,run,myopic
[1. 0. 3. ... 0. 0. 3.],1.3314604304835753,1.5,0.027459341032744857,0.027619374034003715,0.018257231477355692,0.01850898672480127,0.027354981757784384,0.02799817729230993,0.018214793331692933,0.018916559231104114,"[[0.96138381]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.85194745]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78402069]]","[[0.78463303]
 [0.85975068]
 [0.84664988]
 [0.        ]
 [0.96906222]
 [0.83646614]
 [0.90733237]
 [0.81241277]
 [1.01301836]
 [0.79192091]]","[[ 0.26591662]
 [ 1.35940777]
 [ 1.81157046]
 [11.04187528]
 [ 3.24519407]
 [ 1.36741691]
 [ 2.30940855]
 [ 1.2712283 ]
 [ 4.25172153]
 [ 0.63363665]]",44,run,myopic
[3. 0. 1. ... 1. 0. 5.],1.3328573794875849,1.5,0.027494737963611838,0.027699010447818598,0.01880737071288423,0.018413413375326704,0.02744694850730499,0.02805037476016113,0.01862238076316106,0.018164576754748613,"[[0.96340945]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84610981]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78278693]]","[[0.7831504 ]
 [0.86207724]
 [0.8369921 ]
 [0.        ]
 [0.96126629]
 [0.83379601]
 [0.91422675]
 [0.81088411]
 [1.01078702]
 [0.79150819]]","[[ 0.2667501 ]
 [ 1.36162967]
 [ 1.81891303]
 [11.02016133]
 [ 3.24332385]
 [ 1.36779664]
 [ 2.31457614]
 [ 1.27470468]
 [ 4.26831985]
 [ 0.63632829]]",45,run,myopic
[1. 0. 2. ... 1. 0. 1.],1.3340660181030122,-2.5,0.02750309437713702,0.027739211027015594,0.01849427900885334,0.01808392649568113,0.02747100382824793,0.028109535178732867,0.018008334224738982,0.018278443431751144,"[[0.96821712]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83975013]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78258362]]","[[0.78344295]
 [0.85939289]
 [0.83469187]
 [0.        ]
 [0.95501972]
 [0.83424727]
 [0.91127025]
 [0.8106604 ]
 [1.00879685]
 [0.7898025 ]]","[[ 0.26740295]
 [ 1.36333539]
 [ 1.82565105]
 [11.06528692]
 [ 3.2640946 ]
 [ 1.36802213]
 [ 2.33200702]
 [ 1.28072882]
 [ 4.24604616]
 [ 0.63825956]]",46,run,myopic
[0. 0. 1. ... 0. 0. 3.],1.3351301101497373,0.5,0.02751267079648039,0.027800777999020185,0.018333002343102738,0.018444638635601144,0.027527967285748103,0.028168397187962914,0.018370507272262995,0.018538228967847722,"[[0.96565104]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83750747]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78262338]]","[[0.78359248]
 [0.85480684]
 [0.84127441]
 [0.        ]
 [0.94379211]
 [0.83124267]
 [0.91310046]
 [0.80906532]
 [0.99825913]
 [0.79041027]]","[[ 0.26790443]
 [ 1.3613172 ]
 [ 1.83163678]
 [11.06579693]
 [ 3.28718297]
 [ 1.37497968]
 [ 2.33318939]
 [ 1.28521777]
 [ 4.25844819]
 [ 0.64062901]]",47,run,myopic
[0. 0. 1. ... 2. 0. 2.],1.3362683773439576,2.0,0.027663509911889896,0.02783589193598028,0.018756869513885225,0.018287045279472794,0.027567492275786736,0.02821856097772217,0.01823139161018496,0.01846195569376296,"[[0.96168134]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83508433]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78157039]]","[[0.78325241]
 [0.85025615]
 [0.83771711]
 [0.        ]
 [0.94671847]
 [0.8239062 ]
 [0.90928491]
 [0.80353991]
 [0.98113763]
 [0.7907232 ]]","[[ 0.26819064]
 [ 1.35713678]
 [ 1.84131438]
 [11.12420768]
 [ 3.28421005]
 [ 1.37429149]
 [ 2.33991535]
 [ 1.28685525]
 [ 4.28315041]
 [ 0.64244842]]",48,run,myopic
[0. 0. 0. ... 2. 0. 1.],1.3374667231646844,-2.5,0.02769133465822176,0.027872366235406766,0.017124989100988718,0.018423386092226324,0.027595169542447957,0.028267010607212005,0.018007058524776708,0.018822081339310955,"[[0.95653513]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8419073 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.78018595]]","[[0.78224381]
 [0.85204369]
 [0.83495628]
 [0.        ]
 [0.93436098]
 [0.81906691]
 [0.91005441]
 [0.80205433]
 [0.96576936]
 [0.79027625]]","[[ 0.2687643 ]
 [ 1.36176727]
 [ 1.84663201]
 [10.96408086]
 [ 3.30702916]
 [ 1.37418597]
 [ 2.34686096]
 [ 1.28779293]
 [ 4.29898894]
 [ 0.64352416]]",49,run,myopic
[0. 0. 2. ... 0. 0. 2.],1.3391851056476543,-1.5,0.02770891799340421,0.027897426425060014,0.01765384498629972,0.01833282555146611,0.027612626249833225,0.028302421197001233,0.018070754364698065,0.018609946237253764,"[[0.95556242]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83880077]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77773793]]","[[0.77968435]
 [0.84696771]
 [0.8363586 ]
 [0.        ]
 [0.9412743 ]
 [0.81632771]
 [0.91505091]
 [0.80152983]
 [0.96790736]
 [0.78634992]]","[[ 0.26908481]
 [ 1.35898661]
 [ 1.84215266]
 [11.04269476]
 [ 3.30468036]
 [ 1.37091449]
 [ 2.35825119]
 [ 1.29117821]
 [ 4.30897807]
 [ 0.64594307]]",50,run,myopic
[2. 0. 0. ... 1. 0. 1.],1.3402773975409559,2.0,0.027717567946323303,0.027934862627915467,0.017508563706295645,0.018193554917002534,0.027638108414427716,0.028352910829249536,0.018093251396695036,0.018219261726014572,"[[0.96271116]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84236605]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77660968]]","[[0.778495  ]
 [0.84813265]
 [0.83616565]
 [0.        ]
 [0.94620875]
 [0.81928936]
 [0.91756208]
 [0.79697896]
 [0.96341613]
 [0.78502942]]","[[ 0.26938502]
 [ 1.36446028]
 [ 1.84820022]
 [11.08913864]
 [ 3.31617293]
 [ 1.3730959 ]
 [ 2.35733818]
 [ 1.29587091]
 [ 4.30031331]
 [ 0.64688436]]",51,run,myopic
[1. 0. 1. ... 1. 2. 2.],1.3412950425794141,0.5,0.027718131238495685,0.02796657717321859,0.017709018521359803,0.01816406606711107,0.027668350554308805,0.028381015183936913,0.017883592347156526,0.018511985946139294,"[[0.96009942]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83474638]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77614401]]","[[0.77730326]
 [0.84391053]
 [0.83889013]
 [0.        ]
 [0.9446268 ]
 [0.81848011]
 [0.91268923]
 [0.79608693]
 [0.97912367]
 [0.78462155]]","[[ 0.26974535]
 [ 1.36238167]
 [ 1.85030849]
 [11.16481542]
 [ 3.33645515]
 [ 1.38011626]
 [ 2.36964995]
 [ 1.29504622]
 [ 4.30616037]
 [ 0.64839101]]",52,run,myopic
[0. 0. 0. ... 1. 0. 2.],1.3426866229970897,-0.5,0.027736933473345618,0.02800449377562824,0.0182169143108287,0.018465223647666115,0.027690838540422442,0.02843918906556547,0.01811801860569935,0.018955464111981714,"[[0.95870195]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83508954]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77469223]]","[[0.77595366]
 [0.83876654]
 [0.83944475]
 [0.        ]
 [0.93588452]
 [0.82608295]
 [0.90310813]
 [0.79372932]
 [0.96784096]
 [0.78383823]]","[[ 0.26992379]
 [ 1.36988985]
 [ 1.84876756]
 [11.24250819]
 [ 3.36195394]
 [ 1.38379507]
 [ 2.36475559]
 [ 1.30164501]
 [ 4.30980198]
 [ 0.6499313 ]]",53,run,myopic
[0. 0. 3. ... 2. 1. 4.],1.3435901451612517,2.0,0.02773936169874883,0.028043695749800163,0.017585918874022114,0.018420848507167804,0.027729076161907243,0.028472932054162584,0.018117444064862133,0.018732440151179242,"[[0.95717182]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8338873 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77380501]]","[[0.7759459 ]
 [0.83414387]
 [0.84263456]
 [0.        ]
 [0.93636156]
 [0.82415333]
 [0.90196285]
 [0.78702646]
 [0.96365889]
 [0.78075538]]","[[ 0.27021393]
 [ 1.37373328]
 [ 1.85407279]
 [11.31496911]
 [ 3.37966539]
 [ 1.38826504]
 [ 2.3715211 ]
 [ 1.30295621]
 [ 4.30526525]
 [ 0.6502858 ]]",54,run,myopic
[0. 0. 2. ... 0. 0. 5.],1.3441676197457049,-2.5,0.02780861255878562,0.02807544478030021,0.018151278476158612,0.018360728294344465,0.02776628492175392,0.028503322700728157,0.018257700648148266,0.018480536592577153,"[[0.96432283]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8295266 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.7735229 ]]","[[0.77541723]
 [0.83877148]
 [0.84460937]
 [0.        ]
 [0.91891048]
 [0.82835952]
 [0.89798429]
 [0.78435915]
 [0.95619124]
 [0.78079059]]","[[ 0.27063058]
 [ 1.37829887]
 [ 1.85596657]
 [11.30704555]
 [ 3.38485243]
 [ 1.38733092]
 [ 2.37767115]
 [ 1.30574384]
 [ 4.31608547]
 [ 0.65090959]]",55,run,myopic
[0. 0. 2. ... 1. 1. 2.],1.344972261226808,1.5,0.02784825048710678,0.0281152091547407,0.017791413218908623,0.018601218096286738,0.027803279326308595,0.028547348714368155,0.0182987484961865,0.018916112489117363,"[[0.97145046]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.82762001]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77312277]]","[[0.77362257]
 [0.84127058]
 [0.84258016]
 [0.        ]
 [0.92290025]
 [0.8308354 ]
 [0.91096775]
 [0.78348579]
 [0.95652645]
 [0.78278498]]","[[ 0.27103796]
 [ 1.37842887]
 [ 1.86274366]
 [11.36179322]
 [ 3.38625229]
 [ 1.38471805]
 [ 2.38696037]
 [ 1.30634261]
 [ 4.32032715]
 [ 0.65234987]]",56,run,myopic
[1. 0. 3. ... 1. 0. 1.],1.3455044076192146,-1.0,0.02784100952168785,0.028124541260624573,0.018466392598796254,0.018295850478597466,0.027815412829825203,0.028549214013559445,0.018133953047621106,0.018578564873686965,"[[0.9707917 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83009546]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77300433]]","[[0.77430507]
 [0.83672874]
 [0.83631554]
 [0.        ]
 [0.92286552]
 [0.83619875]
 [0.90235196]
 [0.78118335]
 [0.94690511]
 [0.78367407]]","[[ 0.2712135 ]
 [ 1.38020558]
 [ 1.86462024]
 [11.31901562]
 [ 3.39025486]
 [ 1.38364788]
 [ 2.3969626 ]
 [ 1.3064801 ]
 [ 4.31517562]
 [ 0.65283596]]",57,run,myopic
[1. 0. 3. ... 2. 0. 2.],1.3463993993638785,-0.5,0.027852751620130057,0.028141022739556563,0.017436045397745837,0.018426366284866543,0.027831041115490476,0.02856611966652635,0.01806706109042473,0.018795072328357643,"[[0.9696778 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83350032]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77108696]]","[[0.7719237 ]
 [0.83776212]
 [0.83011815]
 [0.        ]
 [0.92988353]
 [0.83376981]
 [0.90092944]
 [0.78637853]
 [0.93456684]
 [0.78159916]]","[[ 0.27163961]
 [ 1.38396565]
 [ 1.86973621]
 [11.27421612]
 [ 3.38310454]
 [ 1.38933002]
 [ 2.39417096]
 [ 1.30622675]
 [ 4.34863886]
 [ 0.65191794]]",58,run,myopic
[0. 0. 0. ... 2. 0. 2.],1.3467165110743033,0.0,0.0278599869291556,0.02816232459713808,0.018381098000826566,0.018340062194696874,0.027844866268201575,0.028596330196893123,0.018211553502337465,0.018546640135083205,"[[0.9597635 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83511164]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77133181]]","[[0.77285149]
 [0.8393035 ]
 [0.82782263]
 [0.        ]
 [0.92291161]
 [0.83555035]
 [0.90199794]
 [0.78590512]
 [0.93303707]
 [0.77972715]]","[[ 0.27186696]
 [ 1.38883324]
 [ 1.87149424]
 [11.28891192]
 [ 3.40928931]
 [ 1.39596359]
 [ 2.39452754]
 [ 1.30695135]
 [ 4.35749908]
 [ 0.65312767]]",59,run,myopic
[1. 0. 0. ... 0. 0. 3.],1.3471945966982075,0.0,0.027828988171332128,0.028156436437513668,0.018108459084503762,0.01859430505936213,0.02783741557822708,0.02858811308795543,0.0183916698514825,0.018815976092463053,"[[0.96191973]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.82814528]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77124746]]","[[0.77340271]
 [0.83340801]
 [0.82684343]
 [0.        ]
 [0.91935533]
 [0.83644981]
 [0.89558045]
 [0.78425913]
 [0.93848567]
 [0.77990767]]","[[ 0.27195063]
 [ 1.39345506]
 [ 1.87112804]
 [11.34417975]
 [ 3.42493313]
 [ 1.39623439]
 [ 2.39070744]
 [ 1.30728991]
 [ 4.36239135]
 [ 0.65348127]]",60,run,myopic
[0. 0. 3. ... 1. 0. 4.],1.3476475100854715,1.0,0.027826616935213475,0.028165742581115445,0.017463412805900344,0.018451125282836434,0.027842122319224148,0.0286023279066362,0.018176844587703876,0.018688779292903423,"[[0.96076691]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.83064206]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.771297  ]]","[[0.77283435]
 [0.83490013]
 [0.8302807 ]
 [0.        ]
 [0.93414815]
 [0.8315013 ]
 [0.89934014]
 [0.78493513]
 [0.94760592]
 [0.78027078]]","[[ 0.27213183]
 [ 1.38940794]
 [ 1.87034663]
 [11.19358217]
 [ 3.43483396]
 [ 1.39924509]
 [ 2.40577233]
 [ 1.31195114]
 [ 4.35157639]
 [ 0.65222383]]",61,run,myopic
[1. 0. 1. ... 0. 0. 4.],1.3477366255625702,1.0,0.027833364890602903,0.028170071749924887,0.019116198148644802,0.018104625839073216,0.02784612900445785,0.028607613202972126,0.018069086670285714,0.018350817510279303,"[[0.95042829]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84189749]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.7726973 ]]","[[0.77341201]
 [0.83071594]
 [0.83328923]
 [0.        ]
 [0.94741548]
 [0.82989618]
 [0.90471653]
 [0.7913765 ]
 [0.95900705]
 [0.78285555]]","[[ 0.27225853]
 [ 1.39460888]
 [ 1.87095903]
 [11.23427795]
 [ 3.457128  ]
 [ 1.40363166]
 [ 2.40973673]
 [ 1.31796307]
 [ 4.34933955]
 [ 0.65252971]]",62,run,myopic
[0. 0. 2. ... 0. 1. 1.],1.34855602450934,-0.5,0.027855045486213682,0.028168348295843526,0.01847116818472474,0.01802105337409658,0.027843846797873318,0.028611178054580834,0.017860559372615673,0.01835444131765557,"[[0.94992293]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84350636]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77090656]]","[[0.77013864]
 [0.83039857]
 [0.83809001]
 [0.        ]
 [0.94871807]
 [0.83159693]
 [0.9042057 ]
 [0.79570995]
 [0.95547347]
 [0.78096877]]","[[ 0.27237848]
 [ 1.39313404]
 [ 1.87402826]
 [11.28428504]
 [ 3.46516192]
 [ 1.40465248]
 [ 2.40789069]
 [ 1.31769231]
 [ 4.36839938]
 [ 0.65434916]]",63,run,myopic
[0. 0. 1. ... 0. 1. 2.],1.3491310137695671,-1.0,0.027861327967579883,0.028173644142342514,0.017713460129377506,0.01847171858133956,0.0278492004173147,0.02861657101187272,0.018197805120761426,0.018752175847215436,"[[0.96432553]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84125051]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.77019607]]","[[0.76973696]
 [0.82549633]
 [0.83220385]
 [0.        ]
 [0.94760914]
 [0.83634003]
 [0.89109619]
 [0.79523566]
 [0.95937544]
 [0.78262936]]","[[ 0.27255559]
 [ 1.39520914]
 [ 1.87331551]
 [11.34115831]
 [ 3.43857739]
 [ 1.40074687]
 [ 2.39371207]
 [ 1.31740922]
 [ 4.39128734]
 [ 0.65490361]]",64,run,myopic
[2. 0. 3. ... 1. 0. 5.],1.349872855693857,0.0,0.027846374353221216,0.028176924138332518,0.017509263115908984,0.018229334307399557,0.027848503452013625,0.028622557417801002,0.018064059880135073,0.01834892959176162,"[[0.95734289]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8440751 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76939353]]","[[0.77032617]
 [0.8246454 ]
 [0.83159895]
 [0.        ]
 [0.94031863]
 [0.83290925]
 [0.87706337]
 [0.78810815]
 [0.96899559]
 [0.78145153]]","[[ 0.27273749]
 [ 1.39345386]
 [ 1.8767531 ]
 [11.40491643]
 [ 3.42122562]
 [ 1.41053473]
 [ 2.39284306]
 [ 1.31844618]
 [ 4.38620875]
 [ 0.65649435]]",65,run,myopic
[0. 0. 0. ... 2. 0. 1.],1.3502552094818918,-0.5,0.02783087621263598,0.028172386667765368,0.017853420729526292,0.01841195374869536,0.0278428294169252,0.028617706588471823,0.018319503981304674,0.018449412815976812,"[[0.95983623]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.84678399]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76900716]]","[[0.77057964]
 [0.83060141]
 [0.83077457]
 [0.        ]
 [0.94699552]
 [0.83121005]
 [0.87272433]
 [0.7897654 ]
 [0.95868141]
 [0.77895529]]","[[ 0.27298725]
 [ 1.39379521]
 [ 1.87509194]
 [11.4092208 ]
 [ 3.43203973]
 [ 1.41562088]
 [ 2.38320159]
 [ 1.31857602]
 [ 4.3879487 ]
 [ 0.65610784]]",66,run,myopic
[0. 0. 2. ... 1. 0. 1.],1.3507827164437973,1.0,0.027835438539991816,0.028194181554422285,0.018037220260010242,0.018473403607447668,0.027852472398162232,0.028655044912985726,0.018094853789217564,0.018976626966771173,"[[0.94941748]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.8453364 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.76829813]]","[[0.76953786]
 [0.82686982]
 [0.83825496]
 [0.        ]
 [0.95966906]
 [0.82621098]
 [0.8754373 ]
 [0.78518229]
 [0.96268357]
 [0.77753897]]","[[ 0.27312033]
 [ 1.39556027]
 [ 1.88120629]
 [11.46089525]
 [ 3.4410969 ]
 [ 1.41522897]
 [ 2.38379936]
 [ 1.32136048]
 [ 4.37592176]
 [ 0.65740457]]",67,run,myopic
