,interaction_histogram,mse,interaction_spread,timesteps,state,model
84,[0. 0. 0. ... 0. 0. 0.],0.1241436010213492,-0.5,84,run,cosine_sim
85,[0. 0. 0. ... 0. 0. 0.],0.1217534913292609,3.5,85,run,cosine_sim
86,[0. 0. 0. ... 0. 0. 0.],0.1195242517611568,-2.0,86,run,cosine_sim
87,[0. 0. 0. ... 0. 0. 0.],0.117298375669632,1.5,87,run,cosine_sim
88,[0. 0. 0. ... 0. 0. 0.],0.1151577334613103,-2.5,88,run,cosine_sim
89,[0. 2. 0. ... 0. 0. 0.],0.1130678606778389,-1.0,89,run,cosine_sim
90,[0. 0. 0. ... 0. 0. 0.],0.1109986649677012,2.5,90,run,cosine_sim
91,[0. 1. 0. ... 0. 0. 0.],0.1091635812818298,-2.5,91,run,cosine_sim
92,[0. 0. 0. ... 0. 0. 0.],0.1074370840488414,2.5,92,run,cosine_sim
93,[0. 0. 0. ... 0. 0. 0.],0.1054131435979899,-3.0,93,run,cosine_sim
94,[0. 0. 0. ... 0. 0. 0.],0.1038941314605103,3.0,94,run,cosine_sim
95,[0. 0. 0. ... 0. 0. 0.],0.1025237909192977,-2.0,95,run,cosine_sim
96,[0. 0. 0. ... 0. 0. 0.],0.1006060234563264,0.5,96,run,cosine_sim
97,[0. 0. 0. ... 0. 0. 0.],0.0988170495879848,3.5,97,run,cosine_sim
98,[0. 0. 0. ... 0. 0. 0.],0.0979344868537476,11.5,98,run,cosine_sim
99,[0. 0. 0. ... 0. 0. 0.],0.0968770689262749,14.5,99,run,cosine_sim
100,[0. 0. 0. ... 0. 0. 0.],0.0958624506875227,29.0,100,run,cosine_sim
101,[0. 0. 0. ... 0. 0. 0.],0.0947549671246567,21.5,101,run,cosine_sim
102,[0. 0. 0. ... 0. 0. 0.],0.0937363905196577,-17.5,102,run,cosine_sim
103,[0. 0. 0. ... 0. 0. 0.],0.0935031188648346,6.5,103,run,cosine_sim
104,[0. 0. 0. ... 0. 0. 0.],0.0942562061912836,-14.0,104,run,cosine_sim
105,[0. 0. 0. ... 0. 0. 0.],0.0957183351041749,-0.5,105,run,cosine_sim
106,[0. 0. 0. ... 0. 0. 0.],0.0982450136658362,-6.0,106,run,cosine_sim
107,[0. 0. 0. ... 0. 0. 0.],0.1020945684388431,9.0,107,run,cosine_sim
108,[0. 0. 0. ... 0. 0. 0.],0.1075499521286991,-2.5,108,run,cosine_sim
109,[0. 0. 0. ... 0. 0. 0.],0.1141528948026636,6.5,109,run,cosine_sim
110,[0. 0. 0. ... 0. 0. 0.],0.1204455745726291,-8.5,110,run,cosine_sim
