,interaction_histogram,mse,interaction_spread,timesteps,state,model
33,[0. 0. 0. ... 0. 0. 0.],0.10719743638897104,2.0,33,run,cosine_sim2
34,[0. 0. 0. ... 0. 0. 0.],0.1052413079384852,-3.5,34,run,cosine_sim2
35,[0. 2. 0. ... 0. 0. 0.],0.10400006470163599,4.0,35,run,cosine_sim2
36,[0. 0. 0. ... 0. 0. 0.],0.10304620228852132,-2.5,36,run,cosine_sim2
37,[0. 0. 0. ... 0. 0. 0.],0.10225438444652768,-1.0,37,run,cosine_sim2
38,[0. 0. 1. ... 0. 0. 0.],0.10166490979621405,2.0,38,run,cosine_sim2
39,[0. 0. 0. ... 0. 0. 0.],0.10086152267658839,-2.5,39,run,cosine_sim2
40,[0. 0. 0. ... 0. 0. 0.],0.09920898023773102,1.5,40,run,cosine_sim2
41,[1. 0. 0. ... 0. 0. 0.],0.09936399334827954,-0.5,41,run,cosine_sim2
42,[0. 0. 0. ... 0. 0. 0.],0.0989298156621902,1.5,42,run,cosine_sim2
43,[0. 0. 0. ... 0. 0. 0.],0.09777009957904713,-2.0,43,run,cosine_sim2
44,[0. 0. 0. ... 0. 0. 0.],0.09813060864606395,-0.5,44,run,cosine_sim2
45,[0. 0. 0. ... 0. 0. 0.],0.09804551346920024,0.0,45,run,cosine_sim2
46,[0. 0. 0. ... 0. 0. 0.],0.09763645436596874,3.5,46,run,cosine_sim2
47,[0. 0. 0. ... 0. 0. 0.],0.09756815733567059,-1.0,47,run,cosine_sim2
48,[0. 0. 0. ... 0. 0. 0.],0.09760640897962267,2.0,48,run,cosine_sim2
49,[0. 0. 0. ... 0. 0. 0.],0.09717854869625363,-2.0,49,run,cosine_sim2
50,[0. 0. 0. ... 0. 0. 0.],0.09652003197987592,-1.5,50,run,cosine_sim2
51,[0. 0. 0. ... 0. 0. 0.],0.0962661663631394,2.0,51,run,cosine_sim2
52,[0. 0. 0. ... 0. 0. 0.],0.09635083854754481,1.0,52,run,cosine_sim2
53,[0. 1. 1. ... 0. 0. 0.],0.09564127481548469,-3.0,53,run,cosine_sim2
54,[0. 1. 0. ... 0. 0. 0.],0.0962058622554147,-2.0,54,run,cosine_sim2
55,[0. 0. 0. ... 0. 0. 0.],0.09595816585653787,2.0,55,run,cosine_sim2
56,[0. 0. 0. ... 0. 0. 0.],0.09575164419662431,4.0,56,run,cosine_sim2
57,[0. 0. 0. ... 0. 0. 0.],0.09503703774668461,-6.5,57,run,cosine_sim2
58,[0. 0. 0. ... 0. 0. 0.],0.09474620268469805,2.5,58,run,cosine_sim2
59,[0. 0. 0. ... 0. 0. 0.],0.09509656872116931,0.0,59,run,cosine_sim2
60,[0. 0. 0. ... 0. 0. 0.],0.09595222510866976,4.0,60,run,cosine_sim2
61,[0. 0. 0. ... 0. 0. 0.],0.09614766096481588,-3.0,61,run,cosine_sim2
62,[0. 1. 0. ... 0. 0. 0.],0.09584096763531602,0.0,62,run,cosine_sim2
63,[0. 0. 0. ... 0. 0. 0.],0.09612650030353287,2.0,63,run,cosine_sim2
64,[0. 0. 0. ... 0. 0. 0.],0.09661422023119384,-3.0,64,run,cosine_sim2
65,[0. 0. 0. ... 0. 0. 0.],0.09687200987446641,2.0,65,run,cosine_sim2
66,[0. 0. 0. ... 0. 0. 0.],0.09715360915938756,1.0,66,run,cosine_sim2
67,[0. 1. 0. ... 0. 0. 0.],0.09721190390013323,-2.0,67,run,cosine_sim2
68,[0. 1. 0. ... 0. 0. 0.],0.09789188657008974,0.0,68,run,cosine_sim2
69,[0. 0. 0. ... 0. 1. 0.],0.09726022813675728,1.0,69,run,cosine_sim2
70,[0. 0. 0. ... 0. 1. 0.],0.09820279933625134,-1.5,70,run,cosine_sim2
71,[0. 0. 0. ... 0. 0. 0.],0.09854610886933354,-2.0,71,run,cosine_sim2
72,[0. 0. 0. ... 0. 0. 0.],0.09882184629276262,0.0,72,run,cosine_sim2
73,[1. 0. 0. ... 0. 0. 0.],0.09814979527853519,2.0,73,run,cosine_sim2
74,[0. 0. 0. ... 0. 0. 0.],0.09828555485978457,0.5,74,run,cosine_sim2
75,[0. 0. 0. ... 0. 0. 0.],0.0985396115972498,-1.0,75,run,cosine_sim2
76,[1. 0. 0. ... 0. 0. 0.],0.09823587690897853,2.0,76,run,cosine_sim2
77,[0. 0. 0. ... 0. 0. 0.],0.09883664897025252,-0.5,77,run,cosine_sim2
78,[0. 0. 0. ... 0. 0. 0.],0.09944168568814771,0.0,78,run,cosine_sim2
79,[0. 0. 0. ... 0. 0. 0.],0.10029518087838983,1.5,79,run,cosine_sim2
80,[0. 0. 0. ... 0. 0. 0.],0.09929624290008081,-3.0,80,run,cosine_sim2
81,[0. 0. 0. ... 0. 0. 0.],0.09835523286211072,-1.5,81,run,cosine_sim2
82,[0. 0. 0. ... 0. 0. 0.],0.09831786041453361,0.5,82,run,cosine_sim2
83,[0. 0. 0. ... 0. 0. 0.],0.09762690452048012,2.5,83,run,cosine_sim2
84,[0. 0. 0. ... 0. 0. 0.],0.09798841825832276,-3.0,84,run,cosine_sim2
85,[0. 0. 0. ... 0. 0. 0.],0.09844797833072878,2.0,85,run,cosine_sim2
86,[0. 0. 0. ... 0. 0. 0.],0.09864032624637674,-0.5,86,run,cosine_sim2
87,[0. 0. 0. ... 0. 0. 0.],0.09856693258451865,-1.0,87,run,cosine_sim2
88,[0. 0. 0. ... 0. 0. 0.],0.09860825461484886,-1.0,88,run,cosine_sim2
89,[0. 1. 0. ... 1. 0. 0.],0.09813104057272262,0.5,89,run,cosine_sim2
90,[0. 0. 0. ... 0. 0. 0.],0.09831832786816312,3.5,90,run,cosine_sim2
91,[0. 0. 0. ... 0. 0. 0.],0.09830526927069994,-1.5,91,run,cosine_sim2
92,[0. 0. 0. ... 0. 0. 0.],0.09875805010552786,0.5,92,run,cosine_sim2
93,[0. 0. 0. ... 0. 0. 0.],0.09880202829475254,0.5,93,run,cosine_sim2
94,[0. 0. 0. ... 0. 0. 0.],0.09816670424869303,3.5,94,run,cosine_sim2
95,[0. 0. 0. ... 0. 0. 0.],0.09738551253937548,-5.5,95,run,cosine_sim2
96,[0. 0. 0. ... 0. 0. 0.],0.0981016251517431,3.5,96,run,cosine_sim2
97,[0. 0. 0. ... 0. 0. 0.],0.0977796254679121,-3.5,97,run,cosine_sim2
98,[0. 0. 0. ... 0. 0. 0.],0.097366913556,0.5,98,run,cosine_sim2
99,[0. 0. 0. ... 0. 0. 0.],0.09752452832088752,-3.0,99,run,cosine_sim2
100,[0. 1. 0. ... 0. 0. 0.],,4.5,100,run,cosine_sim2
101,[0. 0. 0. ... 0. 0. 0.],,-0.5,101,run,cosine_sim2
102,[0. 0. 0. ... 0. 0. 0.],,0.5,102,run,cosine_sim2
103,[0. 0. 0. ... 1. 0. 0.],,-3.5,103,run,cosine_sim2
104,[0. 0. 0. ... 0. 0. 0.],,3.5,104,run,cosine_sim2
105,[0. 0. 0. ... 0. 1. 0.],,-1.0,105,run,cosine_sim2
106,[0. 0. 0. ... 0. 0. 0.],,-0.5,106,run,cosine_sim2
107,[1. 1. 0. ... 0. 0. 0.],,0.5,107,run,cosine_sim2
108,[0. 0. 0. ... 0. 0. 0.],,0.0,108,run,cosine_sim2
109,[0. 0. 0. ... 0. 0. 0.],,2.5,109,run,cosine_sim2
110,[0. 0. 0. ... 0. 0. 0.],,-1.5,110,run,cosine_sim2
