,interaction_histogram,mse,interaction_spread,timesteps,state,model
53,[0. 0. 0. ... 0. 0. 0.],0.1252925050089454,2.0,53,run,cosine_sim
54,[0. 0. 0. ... 0. 0. 0.],0.1234707411592306,2.5,54,run,cosine_sim
55,[0. 0. 0. ... 0. 0. 0.],0.1222558375170277,-2.5,55,run,cosine_sim
56,[0. 0. 0. ... 0. 0. 0.],0.1215332205775985,-1.5,56,run,cosine_sim
57,[0. 0. 0. ... 0. 0. 0.],0.1220286849881972,1.5,57,run,cosine_sim
58,[0. 0. 0. ... 0. 0. 0.],0.122015409341404,-2.0,58,run,cosine_sim
59,[0. 0. 0. ... 0. 0. 0.],0.1185683551742043,-0.5,59,run,cosine_sim
60,[0. 0. 0. ... 0. 0. 0.],0.1163251799434756,0.5,60,run,cosine_sim
61,[0. 1. 0. ... 0. 0. 0.],0.1203527304030903,-0.5,61,run,cosine_sim
62,[0. 0. 0. ... 0. 0. 0.],0.1191353198295031,0.0,62,run,cosine_sim
63,[0. 0. 0. ... 0. 0. 0.],0.1189093828794322,-0.5,63,run,cosine_sim
64,[0. 0. 0. ... 0. 0. 0.],0.1140294489474043,0.5,64,run,cosine_sim
65,[0. 0. 0. ... 0. 0. 0.],0.1120366826507368,0.5,65,run,cosine_sim
66,[0. 0. 0. ... 0. 0. 0.],0.1122788326094011,0.5,66,run,cosine_sim
67,[0. 0. 0. ... 0. 0. 0.],0.1103010526166154,-2.0,67,run,cosine_sim
68,[0. 0. 0. ... 0. 0. 0.],0.1085645161796389,2.0,68,run,cosine_sim
69,[0. 0. 0. ... 0. 0. 0.],0.1054757712568984,1.5,69,run,cosine_sim
70,[0. 0. 0. ... 0. 0. 0.],0.1032269530016592,-2.0,70,run,cosine_sim
71,[0. 0. 0. ... 0. 0. 0.],0.099624211052245,0.0,71,run,cosine_sim
72,[0. 0. 0. ... 0. 0. 0.],0.0999698019041166,2.0,72,run,cosine_sim
73,[0. 0. 0. ... 0. 0. 0.],0.1005736684145698,-5.5,73,run,cosine_sim
74,[0. 0. 0. ... 0. 0. 0.],0.1010342072650986,4.5,74,run,cosine_sim
75,[0. 0. 0. ... 0. 0. 0.],0.0973104668735915,-1.5,75,run,cosine_sim
76,[0. 0. 0. ... 0. 0. 0.],0.0959394025632793,1.0,76,run,cosine_sim
77,[0. 0. 0. ... 0. 0. 0.],0.094796098670164,-1.5,77,run,cosine_sim
78,[0. 0. 0. ... 0. 0. 0.],0.0932556483541826,-0.5,78,run,cosine_sim
79,[0. 0. 0. ... 0. 0. 0.],0.0923297341046505,1.0,79,run,cosine_sim
80,[0. 0. 0. ... 0. 0. 0.],0.0940976700842814,-1.5,80,run,cosine_sim
81,[0. 0. 0. ... 0. 0. 0.],0.0907123161734664,1.5,81,run,cosine_sim
82,[0. 0. 0. ... 0. 0. 0.],0.0896586174824908,-1.0,82,run,cosine_sim
83,[0. 0. 0. ... 0. 0. 0.],0.0889315537773067,0.0,83,run,cosine_sim
84,[0. 0. 0. ... 0. 0. 0.],0.0866993954179601,1.0,84,run,cosine_sim
85,[0. 0. 0. ... 0. 0. 0.],0.0872915698944518,-2.0,85,run,cosine_sim
86,[0. 1. 0. ... 0. 0. 0.],0.0853234680350702,2.0,86,run,cosine_sim
87,[0. 0. 0. ... 0. 0. 0.],0.0818729976507587,0.0,87,run,cosine_sim
88,[0. 0. 0. ... 0. 0. 0.],0.0835231257746116,-0.5,88,run,cosine_sim
89,[0. 0. 0. ... 0. 0. 0.],0.0842601328027201,-1.5,89,run,cosine_sim
90,[0. 0. 0. ... 0. 0. 0.],0.0826930281757993,0.0,90,run,cosine_sim
91,[0. 0. 0. ... 0. 0. 0.],0.0802042137632793,1.0,91,run,cosine_sim
92,[0. 0. 0. ... 0. 0. 0.],0.082035902975244,-1.5,92,run,cosine_sim
93,[0. 0. 0. ... 0. 0. 0.],0.0821938793350384,1.5,93,run,cosine_sim
94,[0. 1. 0. ... 0. 0. 0.],0.0818390681046296,-1.5,94,run,cosine_sim
95,[0. 0. 0. ... 0. 0. 0.],0.0803657540281158,1.5,95,run,cosine_sim
96,[0. 0. 0. ... 0. 0. 0.],0.0813339330606406,-2.5,96,run,cosine_sim
97,[0. 0. 0. ... 0. 0. 0.],0.0829577817230031,0.5,97,run,cosine_sim
98,[0. 1. 0. ... 0. 0. 0.],0.0817993732885444,5.5,98,run,cosine_sim
99,[0. 2. 0. ... 0. 0. 0.],0.0854019395314748,13.5,99,run,cosine_sim
100,[0. 0. 0. ... 0. 0. 0.],0.0870323165228981,11.5,100,run,cosine_sim
101,[0. 0. 0. ... 0. 0. 0.],0.0886112213081643,22.5,101,run,cosine_sim
102,[0. 0. 0. ... 0. 0. 0.],0.0921699587789785,16.5,102,run,cosine_sim
103,[0. 0. 0. ... 0. 0. 0.],0.0922064932225844,-7.5,103,run,cosine_sim
104,[0. 0. 0. ... 0. 0. 0.],0.0951652501484777,-13.5,104,run,cosine_sim
105,[0. 0. 0. ... 0. 0. 0.],0.0983291806197691,1.5,105,run,cosine_sim
106,[0. 0. 0. ... 0. 0. 0.],0.1036987044950956,-11.0,106,run,cosine_sim
107,[0. 0. 0. ... 0. 0. 0.],0.1098776137999656,6.0,107,run,cosine_sim
108,[0. 0. 0. ... 0. 0. 0.],0.1177846734514772,0.5,108,run,cosine_sim
109,[0. 0. 0. ... 0. 0. 0.],0.1268307051266009,4.5,109,run,cosine_sim
110,[0. 0. 0. ... 0. 0. 0.],0.1352918456854341,3.5,110,run,cosine_sim
