,interaction_histogram,mse,interaction_spread,timesteps,state,model
30,[0. 1. 0. ... 0. 0. 0.],0.1286608885386536,-3.0,30,run,cosine_sim
31,[1. 1. 0. ... 0. 0. 0.],0.1266428150808242,2.0,31,run,cosine_sim
32,[0. 0. 0. ... 0. 0. 0.],0.1249467508195323,-1.5,32,run,cosine_sim
33,[0. 0. 0. ... 0. 0. 0.],0.1237406826083214,2.0,33,run,cosine_sim
34,[0. 0. 0. ... 0. 0. 0.],0.1220385203980839,-3.5,34,run,cosine_sim
35,[0. 2. 0. ... 0. 0. 0.],0.1209132397005686,4.0,35,run,cosine_sim
36,[0. 0. 0. ... 0. 0. 0.],0.1202498748119619,-2.5,36,run,cosine_sim
37,[0. 0. 0. ... 0. 0. 0.],0.1197046090814155,-1.0,37,run,cosine_sim
38,[0. 0. 1. ... 0. 0. 0.],0.1191108400088274,2.0,38,run,cosine_sim
39,[0. 0. 0. ... 0. 0. 0.],0.1184778503329,-2.5,39,run,cosine_sim
40,[0. 0. 0. ... 0. 0. 0.],0.1170051815580442,1.5,40,run,cosine_sim
41,[1. 0. 0. ... 0. 0. 0.],0.1172209441598008,-0.5,41,run,cosine_sim
42,[0. 0. 0. ... 0. 0. 0.],0.1168289588178557,1.5,42,run,cosine_sim
43,[0. 0. 0. ... 0. 0. 0.],0.1158577539321575,-2.0,43,run,cosine_sim
44,[0. 0. 0. ... 0. 0. 0.],0.1161258446084331,-0.5,44,run,cosine_sim
45,[0. 0. 0. ... 0. 0. 0.],0.1160674502112751,0.0,45,run,cosine_sim
46,[0. 0. 0. ... 0. 0. 0.],0.1157905425703052,3.5,46,run,cosine_sim
47,[0. 0. 0. ... 0. 0. 0.],0.115829228508058,-1.0,47,run,cosine_sim
48,[0. 0. 0. ... 0. 0. 0.],0.1159655991829687,2.0,48,run,cosine_sim
49,[0. 0. 0. ... 0. 0. 0.],0.1156180976042425,-2.0,49,run,cosine_sim
50,[0. 0. 0. ... 0. 0. 0.],0.1150817671125835,-1.5,50,run,cosine_sim
51,[0. 0. 0. ... 0. 0. 0.],0.1149679608774845,2.0,51,run,cosine_sim
52,[0. 0. 0. ... 0. 0. 0.],0.115048066783192,1.0,52,run,cosine_sim
53,[0. 1. 1. ... 0. 0. 0.],0.1143739198972001,-3.0,53,run,cosine_sim
54,[0. 1. 0. ... 0. 0. 0.],0.1149002913268303,-2.0,54,run,cosine_sim
55,[0. 0. 0. ... 0. 0. 0.],0.1146933184598871,2.0,55,run,cosine_sim
56,[0. 0. 0. ... 0. 0. 0.],0.1144533071244263,4.0,56,run,cosine_sim
57,[0. 0. 0. ... 0. 0. 0.],0.1139555433494388,-6.5,57,run,cosine_sim
58,[0. 0. 0. ... 0. 0. 0.],0.1137204303703386,2.5,58,run,cosine_sim
59,[0. 0. 0. ... 0. 0. 0.],0.1140660286988849,0.0,59,run,cosine_sim
60,[0. 0. 0. ... 0. 0. 0.],0.1148785858620818,4.0,60,run,cosine_sim
61,[0. 0. 0. ... 0. 0. 0.],0.1150416149322649,-3.0,61,run,cosine_sim
62,[0. 1. 0. ... 0. 0. 0.],0.1146875165478363,0.0,62,run,cosine_sim
63,[0. 0. 0. ... 0. 0. 0.],0.1149310048774592,2.0,63,run,cosine_sim
64,[0. 0. 0. ... 0. 0. 0.],0.1154024371879688,-3.0,64,run,cosine_sim
65,[0. 0. 0. ... 0. 0. 0.],0.1154980037421072,2.0,65,run,cosine_sim
66,[0. 0. 0. ... 0. 0. 0.],0.1157234350309118,1.0,66,run,cosine_sim
67,[0. 1. 0. ... 0. 0. 0.],0.1158353042586307,-2.0,67,run,cosine_sim
68,[0. 1. 0. ... 0. 0. 0.],0.1164810843268307,0.0,68,run,cosine_sim
69,[0. 0. 0. ... 0. 1. 0.],0.1158732305311845,1.0,69,run,cosine_sim
70,[0. 0. 0. ... 0. 1. 0.],0.1166793947957662,-1.5,70,run,cosine_sim
71,[0. 0. 0. ... 0. 0. 0.],0.1168626996902079,-2.0,71,run,cosine_sim
72,[0. 0. 0. ... 0. 0. 0.],0.1172139491421491,0.0,72,run,cosine_sim
73,[1. 0. 0. ... 0. 0. 0.],0.1166077148798443,2.0,73,run,cosine_sim
74,[0. 0. 0. ... 0. 0. 0.],0.1166940516541596,0.5,74,run,cosine_sim
75,[0. 0. 0. ... 0. 0. 0.],0.1169368830334389,-1.0,75,run,cosine_sim
76,[1. 0. 0. ... 0. 0. 0.],0.1167470126982416,2.0,76,run,cosine_sim
77,[0. 0. 0. ... 0. 0. 0.],0.1172056697437736,-0.5,77,run,cosine_sim
78,[0. 0. 0. ... 0. 0. 0.],0.1177224530308634,0.0,78,run,cosine_sim
79,[0. 0. 0. ... 0. 0. 0.],0.1184664824020015,1.5,79,run,cosine_sim
80,[0. 0. 0. ... 0. 0. 0.],0.1174560485093497,-3.0,80,run,cosine_sim
81,[0. 0. 0. ... 0. 0. 0.],0.1165308790070883,-1.5,81,run,cosine_sim
82,[0. 0. 0. ... 0. 0. 0.],0.1165197796027013,0.5,82,run,cosine_sim
83,[0. 0. 0. ... 0. 0. 0.],0.1159264077639601,2.5,83,run,cosine_sim
84,[0. 0. 0. ... 0. 0. 0.],0.1163148974299138,-3.0,84,run,cosine_sim
85,[0. 0. 0. ... 0. 0. 0.],0.1167940077565532,2.0,85,run,cosine_sim
86,[0. 0. 0. ... 0. 0. 0.],0.11698181669037,-0.5,86,run,cosine_sim
87,[0. 0. 0. ... 0. 0. 0.],0.1168452412558223,-1.0,87,run,cosine_sim
88,[0. 0. 0. ... 0. 0. 0.],0.1168849567286276,-1.0,88,run,cosine_sim
89,[0. 1. 0. ... 1. 0. 0.],0.1164368525730386,0.5,89,run,cosine_sim
90,[0. 0. 0. ... 0. 0. 0.],0.116708995662093,3.5,90,run,cosine_sim
91,[0. 0. 0. ... 0. 0. 0.],0.1167191492916634,-1.5,91,run,cosine_sim
92,[0. 0. 0. ... 0. 0. 0.],0.1171678854199772,0.5,92,run,cosine_sim
93,[0. 0. 0. ... 0. 0. 0.],0.1171638742184482,0.5,93,run,cosine_sim
94,[0. 0. 0. ... 0. 0. 0.],0.1165503673264499,3.5,94,run,cosine_sim
95,[0. 0. 0. ... 0. 0. 0.],0.1157825336676063,-5.5,95,run,cosine_sim
96,[0. 0. 0. ... 0. 0. 0.],0.1164662646680586,3.5,96,run,cosine_sim
97,[0. 0. 0. ... 0. 0. 0.],0.1161270380062841,-3.5,97,run,cosine_sim
98,[0. 0. 0. ... 0. 0. 0.],0.1158375784972256,0.5,98,run,cosine_sim
99,[0. 0. 0. ... 0. 0. 0.],0.1160111871472868,-3.0,99,run,cosine_sim
100,[0. 1. 0. ... 0. 0. 0.],,4.5,100,run,cosine_sim
101,[0. 0. 0. ... 0. 0. 0.],,-0.5,101,run,cosine_sim
102,[0. 0. 0. ... 0. 0. 0.],,0.5,102,run,cosine_sim
103,[0. 0. 0. ... 1. 0. 0.],,-3.5,103,run,cosine_sim
104,[0. 0. 0. ... 0. 0. 0.],,3.5,104,run,cosine_sim
105,[0. 0. 0. ... 0. 1. 0.],,-1.0,105,run,cosine_sim
106,[0. 0. 0. ... 0. 0. 0.],,-0.5,106,run,cosine_sim
107,[1. 1. 0. ... 0. 0. 0.],,0.5,107,run,cosine_sim
108,[0. 0. 0. ... 0. 0. 0.],,0.0,108,run,cosine_sim
109,[0. 0. 0. ... 0. 0. 0.],,2.5,109,run,cosine_sim
110,[0. 0. 0. ... 0. 0. 0.],,-1.5,110,run,cosine_sim
