,interaction_histogram,mse,interaction_spread,timesteps,state,model
40,[1. 0. 0. ... 1. 1. 1.],0.970399398239346,-2.0,40,run,myopic
41,[0. 0. 0. ... 0. 0. 1.],0.9712181547390364,0.5,41,run,myopic
42,[0. 0. 2. ... 1. 0. 4.],0.9727330305214932,0.5,42,run,myopic
43,[0. 0. 0. ... 3. 0. 4.],0.9726363836940052,-1.0,43,run,myopic
44,[0. 0. 2. ... 2. 0. 2.],0.9733538292254832,2.5,44,run,myopic
45,[2. 0. 1. ... 2. 0. 4.],0.9739420429242656,1.0,45,run,myopic
46,[1. 0. 1. ... 0. 0. 1.],0.9742747022981254,-3.0,46,run,myopic
47,[0. 0. 2. ... 0. 0. 1.],0.973929468095442,1.5,47,run,myopic
48,[0. 0. 3. ... 1. 0. 3.],0.9744040068147684,-0.5,48,run,myopic
49,[0. 0. 3. ... 2. 0. 3.],0.9751166870288818,-0.5,49,run,myopic
50,[0. 0. 0. ... 1. 0. 1.],0.9745080889157086,0.0,50,run,myopic
51,[1. 0. 0. ... 2. 0. 1.],0.9744256334328564,-1.5,51,run,myopic
52,[0. 0. 1. ... 3. 0. 2.],0.9750365441918432,1.0,52,run,myopic
53,[0. 0. 0. ... 1. 0. 1.],0.9752471981432927,1.5,53,run,myopic
54,[1. 0. 2. ... 1. 0. 3.],0.9744511945309696,0.5,54,run,myopic
55,[0. 0. 2. ... 0. 0. 4.],0.9747719750059984,-2.5,55,run,myopic
56,[0. 0. 0. ... 0. 0. 4.],0.9747701855901658,0.0,56,run,myopic
57,[1. 0. 1. ... 0. 0. 3.],0.9749747495363604,3.0,57,run,myopic
58,[1. 0. 1. ... 1. 0. 3.],0.9747893565366564,-2.5,58,run,myopic
59,[0. 0. 0. ... 1. 0. 2.],0.9742859600124334,-1.0,59,run,myopic
60,[1. 0. 1. ... 2. 0. 2.],0.9737262798725328,3.5,60,run,myopic
61,[0. 0. 3. ... 1. 0. 3.],0.973805460309827,-1.5,61,run,myopic
62,[0. 0. 0. ... 0. 1. 1.],0.97372818524036,-0.5,62,run,myopic
63,[0. 0. 1. ... 0. 0. 2.],0.9737012239471527,-1.0,63,run,myopic
64,[0. 0. 0. ... 2. 0. 0.],0.973048133570316,-0.5,64,run,myopic
65,[2. 0. 1. ... 1. 0. 2.],0.9734509808577866,3.0,65,run,myopic
66,[0. 0. 2. ... 2. 0. 2.],0.973649330331532,-1.0,66,run,myopic
67,[0. 1. 1. ... 2. 0. 0.],0.974127776088152,1.5,67,run,myopic
68,[0. 0. 2. ... 2. 0. 4.],0.9740738211189974,-3.5,68,run,myopic
69,[0. 0. 2. ... 1. 0. 3.],0.9746880231669082,1.5,69,run,myopic
70,[0. 0. 3. ... 0. 0. 2.],0.97486967521085,0.0,70,run,myopic
71,[1. 0. 2. ... 2. 0. 1.],0.9745234429930618,-1.0,71,run,myopic
72,[1. 0. 0. ... 1. 1. 1.],0.9747855855072052,3.0,72,run,myopic
73,[0. 0. 0. ... 0. 0. 5.],0.97445980725927,-3.5,73,run,myopic
74,[1. 0. 0. ... 1. 0. 3.],0.9747268372325044,2.0,74,run,myopic
75,[0. 0. 1. ... 0. 0. 2.],0.973935131840645,0.5,75,run,myopic
76,[0. 0. 1. ... 1. 0. 2.],0.9738495530153468,-0.5,76,run,myopic
77,[0. 0. 1. ... 0. 0. 4.],0.97294101904825,3.5,77,run,myopic
78,[1. 1. 3. ... 1. 0. 2.],0.9721485412842686,-2.5,78,run,myopic
79,[0. 0. 2. ... 0. 0. 2.],0.972792787121,-0.5,79,run,myopic
80,[0. 0. 1. ... 1. 0. 5.],0.9723039975676117,0.0,80,run,myopic
81,[2. 0. 3. ... 0. 0. 2.],0.971560432768366,1.0,81,run,myopic
82,[1. 0. 4. ... 2. 1. 3.],0.9720775315450216,-3.0,82,run,myopic
83,[0. 0. 3. ... 0. 0. 5.],0.9726316293934606,1.0,83,run,myopic
84,[1. 0. 2. ... 0. 0. 3.],0.972428815579416,4.5,84,run,myopic
85,[0. 1. 1. ... 0. 2. 5.],0.9719027528120824,-4.5,85,run,myopic
86,[0. 0. 1. ... 1. 0. 2.],0.9726268343111338,3.5,86,run,myopic
87,[0. 0. 1. ... 1. 0. 1.],0.972196864603918,-4.0,87,run,myopic
88,[0. 0. 3. ... 2. 0. 2.],0.972905999971956,-1.5,88,run,myopic
89,[1. 0. 3. ... 0. 1. 3.],0.9730204429082756,2.5,89,run,myopic
90,[0. 0. 1. ... 2. 0. 1.],0.97332124151442,-2.5,90,run,myopic
91,[2. 0. 3. ... 0. 1. 4.],0.9734860808733556,2.0,91,run,myopic
92,[0. 0. 1. ... 1. 0. 2.],0.9727578933721072,0.0,92,run,myopic
93,[1. 0. 2. ... 2. 0. 3.],0.9731668887629829,2.0,93,run,myopic
94,[1. 0. 1. ... 0. 0. 2.],0.9726696473328948,-3.5,94,run,myopic
95,[1. 0. 1. ... 0. 0. 4.],0.973320742696256,3.5,95,run,myopic
96,[1. 0. 1. ... 0. 0. 3.],0.973081921321145,-0.5,96,run,myopic
97,[1. 0. 1. ... 2. 0. 3.],0.9735797198590128,-1.5,97,run,myopic
98,[1. 1. 1. ... 1. 0. 2.],0.9737206173296724,-1.0,98,run,myopic
99,[0. 1. 2. ... 1. 0. 3.],0.9736503981285844,1.5,99,run,myopic
100,[0. 0. 1. ... 0. 0. 1.],,-0.5,100,run,myopic
101,[1. 0. 0. ... 1. 0. 2.],,0.0,101,run,myopic
102,[0. 0. 0. ... 1. 0. 0.],,-1.5,102,run,myopic
103,[1. 0. 1. ... 0. 1. 1.],,0.0,103,run,myopic
104,[0. 0. 1. ... 2. 0. 3.],,3.5,104,run,myopic
105,[1. 0. 1. ... 1. 0. 2.],,-1.0,105,run,myopic
106,[0. 0. 2. ... 2. 1. 2.],,-3.0,106,run,myopic
107,[2. 0. 0. ... 2. 0. 6.],,3.5,107,run,myopic
108,[0. 0. 1. ... 1. 1. 3.],,-0.5,108,run,myopic
109,[0. 0. 1. ... 1. 0. 2.],,2.5,109,run,myopic
110,[0. 0. 0. ... 0. 0. 2.],,-4.0,110,run,myopic
