,interaction_histogram,mse,interaction_spread,timesteps,state,model
29,[0. 0. 1. ... 1. 1. 0.],1.4260325406063792,0.0,29,run,myopic
30,[0. 0. 2. ... 1. 0. 2.],1.4267091921165038,-0.5,30,run,myopic
31,[0. 0. 1. ... 1. 0. 2.],1.4282997647180216,0.5,31,run,myopic
32,[0. 1. 1. ... 3. 0. 1.],1.4314333686956782,1.5,32,run,myopic
33,[2. 0. 0. ... 1. 0. 3.],1.4371667032382391,-2.0,33,run,myopic
34,[1. 1. 0. ... 1. 1. 2.],1.4375801923611575,1.0,34,run,myopic
35,[0. 0. 0. ... 0. 0. 4.],1.4395152689027493,-0.5,35,run,myopic
36,[0. 0. 1. ... 1. 0. 2.],1.439648891999343,1.0,36,run,myopic
37,[1. 0. 1. ... 0. 1. 3.],1.4433929334902516,1.5,37,run,myopic
38,[1. 1. 3. ... 0. 0. 3.],1.444993806581694,0.5,38,run,myopic
39,[0. 1. 1. ... 2. 1. 2.],1.4468251643595909,-2.0,39,run,myopic
40,[0. 1. 1. ... 2. 0. 2.],1.4453574625216077,-1.0,40,run,myopic
41,[0. 1. 1. ... 0. 2. 1.],1.4472650552405577,-1.5,41,run,myopic
42,[0. 0. 2. ... 0. 0. 4.],1.4494574794693686,3.0,42,run,myopic
43,[1. 0. 1. ... 1. 0. 0.],1.4517416872239035,-3.0,43,run,myopic
44,[0. 0. 1. ... 2. 0. 5.],1.4501713578334838,-0.5,44,run,myopic
45,[0. 0. 1. ... 1. 1. 2.],1.4518372169528264,3.5,45,run,myopic
46,[0. 0. 1. ... 1. 0. 5.],1.4517156083884473,-1.5,46,run,myopic
47,[1. 0. 3. ... 1. 0. 0.],1.45116697269439,1.5,47,run,myopic
48,[0. 0. 0. ... 3. 0. 5.],1.4548113304771408,-0.5,48,run,myopic
49,[0. 0. 1. ... 1. 0. 2.],1.4558341304303135,0.0,49,run,myopic
50,[0. 0. 2. ... 0. 1. 4.],1.4550621910284969,-1.0,50,run,myopic
51,[1. 1. 2. ... 3. 0. 4.],1.4560630979434364,0.0,51,run,myopic
52,[2. 1. 2. ... 0. 0. 1.],1.4564150789233603,1.5,52,run,myopic
53,[2. 0. 1. ... 1. 0. 1.],1.4580686159716842,-1.5,53,run,myopic
54,[2. 1. 2. ... 1. 0. 1.],1.4554446058746755,3.0,54,run,myopic
55,[0. 0. 1. ... 0. 0. 1.],1.4540921003726934,-4.5,55,run,myopic
56,[0. 0. 0. ... 2. 0. 2.],1.4558671158073777,1.0,56,run,myopic
57,[0. 1. 0. ... 1. 1. 1.],1.4552403482076586,1.5,57,run,myopic
58,[0. 0. 3. ... 2. 1. 5.],1.457998222167906,3.0,58,run,myopic
59,[0. 0. 0. ... 1. 0. 0.],1.4581804635355873,-5.0,59,run,myopic
60,[1. 0. 0. ... 0. 1. 2.],1.4581546727252692,-1.0,60,run,myopic
61,[1. 0. 0. ... 2. 0. 3.],1.4562315382093174,4.0,61,run,myopic
62,[1. 1. 1. ... 1. 2. 1.],1.4560363183510652,-0.5,62,run,myopic
63,[1. 1. 0. ... 1. 0. 3.],1.4587851000227097,-2.0,63,run,myopic
64,[2. 0. 2. ... 0. 0. 1.],1.4578317782871346,1.5,64,run,myopic
65,[1. 0. 0. ... 0. 1. 3.],1.4592411370635292,-1.0,65,run,myopic
66,[0. 0. 1. ... 0. 1. 1.],1.4590426134037442,-0.5,66,run,myopic
67,[0. 0. 0. ... 2. 0. 1.],1.458562039312942,0.5,67,run,myopic
68,[0. 0. 1. ... 2. 0. 5.],1.4589026398078695,0.5,68,run,myopic
69,[2. 1. 0. ... 0. 0. 1.],1.4609818216265131,3.0,69,run,myopic
70,[0. 0. 1. ... 1. 0. 1.],1.4626864069976708,-2.0,70,run,myopic
71,[2. 0. 0. ... 1. 2. 1.],1.4607872295747166,-2.5,71,run,myopic
72,[2. 0. 1. ... 0. 0. 2.],1.461841903555131,0.5,72,run,myopic
73,[0. 0. 2. ... 2. 1. 3.],1.4607161075968382,0.5,73,run,myopic
74,[1. 0. 3. ... 2. 1. 3.],1.4618001423689089,1.0,74,run,myopic
75,[0. 0. 1. ... 2. 1. 0.],1.4611147181674755,0.5,75,run,myopic
76,[0. 1. 1. ... 1. 0. 3.],1.4614949831192106,-2.0,76,run,myopic
77,[0. 1. 1. ... 0. 0. 2.],1.4598796036838293,-0.5,77,run,myopic
78,[0. 1. 1. ... 1. 2. 2.],1.4605019621153017,2.0,78,run,myopic
79,[0. 0. 0. ... 2. 0. 0.],1.4614270262688591,0.0,79,run,myopic
80,[0. 0. 1. ... 2. 0. 2.],1.4617230543178126,1.0,80,run,myopic
81,[1. 0. 1. ... 1. 0. 2.],1.4625280366603872,-2.5,81,run,myopic
82,[0. 0. 1. ... 2. 2. 2.],1.4643138054134606,1.0,82,run,myopic
83,[1. 0. 0. ... 2. 0. 0.],1.462775386298897,0.5,83,run,myopic
84,[1. 0. 3. ... 1. 1. 2.],1.4607228971954298,3.0,84,run,myopic
85,[0. 0. 2. ... 1. 0. 1.],1.4623032329664707,-4.0,85,run,myopic
86,[1. 0. 2. ... 0. 0. 1.],1.462877539263466,1.0,86,run,myopic
87,[0. 0. 0. ... 3. 1. 0.],1.46290251957962,-1.0,87,run,myopic
88,[1. 0. 1. ... 1. 0. 4.],1.462272842139487,-1.0,88,run,myopic
89,[0. 2. 1. ... 1. 0. 2.],1.4590074717517163,2.5,89,run,myopic
90,[2. 0. 2. ... 1. 1. 3.],1.461783677387613,-1.0,90,run,myopic
91,[1. 1. 1. ... 1. 0. 4.],1.4630521120784643,0.0,91,run,myopic
92,[1. 0. 0. ... 3. 0. 1.],1.4623104673162366,-1.0,92,run,myopic
93,[0. 0. 1. ... 0. 2. 3.],1.463765478436449,-0.5,93,run,myopic
94,[1. 0. 2. ... 0. 0. 0.],1.463743211443829,2.0,94,run,myopic
95,[0. 1. 1. ... 0. 0. 5.],1.465547783316289,1.0,95,run,myopic
96,[2. 0. 2. ... 0. 0. 4.],1.4651975575745342,-1.5,96,run,myopic
97,[0. 0. 6. ... 0. 1. 1.],1.4630181957703967,-2.5,97,run,myopic
98,[1. 2. 0. ... 0. 0. 4.],1.4618448180563597,1.0,98,run,myopic
99,[2. 1. 0. ... 0. 0. 2.],1.4635680022085995,0.5,99,run,myopic
100,[0. 0. 2. ... 0. 0. 0.],1.4638759103249317,0.5,100,run,myopic
101,[2. 1. 1. ... 1. 0. 4.],1.4617941677504929,1.0,101,run,myopic
102,[0. 0. 1. ... 2. 0. 5.],1.4611871236033336,-1.0,102,run,myopic
103,[1. 0. 2. ... 1. 2. 4.],1.463010781915586,1.5,103,run,myopic
104,[2. 1. 1. ... 1. 0. 3.],1.4617203615129335,-1.0,104,run,myopic
105,[0. 0. 2. ... 0. 0. 0.],1.4628056276051218,-1.0,105,run,myopic
106,[0. 1. 1. ... 1. 0. 3.],1.4617978069749649,0.5,106,run,myopic
107,[2. 1. 1. ... 1. 2. 0.],1.4635330680452088,-0.5,107,run,myopic
108,[0. 0. 5. ... 1. 0. 0.],1.4634652977726066,5.0,108,run,myopic
109,[0. 0. 1. ... 2. 0. 0.],1.4632900053122813,-3.5,109,run,myopic
110,[1. 0. 1. ... 0. 0. 1.],1.4634652714642202,-1.5,110,run,myopic
